"trip_id","taxi_id","trip_start_timestamp","trip_end_timestamp","trip_seconds","trip_miles","pickup_census_tract","dropoff_census_tract","pickup_community_area","dropoff_community_area","fare","tips","tolls","extras","trip_total","payment_type","company","pickup_centroid_latitude","pickup_centroid_longitude","pickup_centroid_location","dropoff_centroid_latitude","dropoff_centroid_longitude","dropoff_centroid_location"
"9937207e717533bf0a3e76621f06857138d6c2df","171ec426eaf8f54c5acbb7e3fde8e0683bfa6042af0b00e428e650cd9bc909011a2517de5b32358b9cb9d9ad3d5a5b26bbb14a09f8b7f5c1c9a37fa22f26f7a7","2023-12-31T23:45:00.000","2023-12-31T23:45:00.000","12","0.04",,,"33","33","3.25","0","0","0","3.25","Cash","Flash Cab","41.857183858","-87.620334624","POINT (-87.6203346241 41.8571838585)","41.857183858","-87.620334624","POINT (-87.6203346241 41.8571838585)"
"7c14379917299666678dc9257286799a91727da9","89a40bbeb44e22e8169b4ba823c5eee94b324219fbe8c007ec52243acb7b0aed5ac28fc53132e13d6deb4fcd6eec8911cc70ac7233fe3bdd8f8a5ea6f23e5f71","2023-12-31T23:45:00.000","2024-01-01T00:00:00.000","300","0.7",,,"28","28","5","0","0","2","7","Unknown","Taxi Affiliation Services","41.874005383","-87.66351755","POINT (-87.6635175498 41.874005383)","41.874005383","-87.66351755","POINT (-87.6635175498 41.874005383)"
"44cbfea804abb71c37c9fc875d406b2fda4090f9","884655d853cbe41e1cdf747969f0dc5b55ed2d5f76c09ae207083297c948a813b2dd57912bfb4a6f4230556ab61363257e586827846cf2a89ff35c7c3b1c08e5","2023-12-31T23:45:00.000","2024-01-01T00:00:00.000","851","12.02",,,"49","33","30.5","0","0","0","30.5","Prcard","Flash Cab","41.706587882","-87.623366512","POINT (-87.6233665115 41.7065878819)","41.857183858","-87.620334624","POINT (-87.6203346241 41.8571838585)"
"36fbb628f333cf2a39d450485ea41df93d5b2554","2eda36427e0a5394e90d77488294cd75e2fd87f04acb02c2db58dcfcf473ee221e5404b47fad3df4874a934c12a36244bbadb66f265cbab0c3ff00aa25ac3ed0","2023-12-31T23:45:00.000","2024-01-01T00:15:00.000","1698","14.76",,,"76","6","37.75","8.45","0","4","50.7","Credit Card","Taxicab Insurance Agency Llc","41.980264315","-87.913624596","POINT (-87.913624596 41.9802643146)","41.944226601","-87.655998182","POINT (-87.6559981815 41.9442266014)"
"e5c03bc6d864518431ce24706a4a9055221dc333","99ec13d5d806f5f5fa7a57910f8e38d84f90630529f2f8766d65b47caae8cb7cacf3d4bb9ca6576dfa49bc45b9f0f615e79577ace618514c9c59dc52ffbf40b6","2023-12-31T23:45:00.000","2024-01-01T00:00:00.000","1064","9.58",,,"76","12","25","0","0","5","30","Cash","5 Star Taxi","41.980264315","-87.913624596","POINT (-87.913624596 41.9802643146)","41.993930128","-87.758353588","POINT (-87.7583535876 41.9939301285)"
"6138f0b3dff7fc33cd748727eb6714535a747657","35467b44491f6f51eaa0f4fb1cd65e4c23117aa268d9dd52d88a484194323088fc5a0d30455d37c6bced24218c2ed42b421d7260c119161f29b8381bd11b1784","2023-12-31T23:45:00.000","2024-01-01T00:45:00.000","3259","1.97",,,"28","8","16","3.7","0","2","22.2","Credit Card","Sun Taxi","41.874005383","-87.66351755","POINT (-87.6635175498 41.874005383)","41.899602111","-87.633308037","POINT (-87.6333080367 41.899602111)"
"e765192268db3480b5d9bd0443f7ce7fd5ba047d","6f45c05aa231c9dd389ebdb65ca751cd82ef7634766017a1240d6554bf91840a924cf3cd16564a1ca643c9b1880db706d977ab5164f4b0bd030e0fff21cb3934","2023-12-31T23:45:00.000","2024-01-01T00:00:00.000","1271","4.18",,,"8","6","15.5","0","0","0","15.5","Cash","Flash Cab","41.899602111","-87.633308037","POINT (-87.6333080367 41.899602111)","41.944226601","-87.655998182","POINT (-87.6559981815 41.9442266014)"
"a5a598958fc186bb7c09f6eb61fc57ce7c11f898","a31d2ea87ea4f5a4793c30f84f000b0c6aad4cd956f6ea73b5628ebd509d47a7d051a0b7ccd201a550c236c42ed6e19ce5efbd4caa4bf2d1fcd77827b64b39f9","2023-12-31T23:45:00.000","2024-01-01T00:30:00.000","3121","7.63",,,"8","39","32","0","0","1","33","Cash","Flash Cab","41.899602111","-87.633308037","POINT (-87.6333080367 41.899602111)","41.808916283","-87.596183344","POINT (-87.5961833442 41.8089162826)"
"8bcad727d56e9761517e7129cc94ede7274f60fa","eed4cbab8d3be11fc5fcff8f92b3ba140f63602f2760446756572fc4262d89af90bd665c89604918253358364f34ae32113be46209e794e28390e6cca1a87768","2023-12-31T23:45:00.000","2024-01-01T00:00:00.000","361","1.16",,,"28","28","20","4.1","0","0","24.6","Credit Card","Taxicab Insurance Agency Llc","41.874005383","-87.66351755","POINT (-87.6635175498 41.874005383)","41.874005383","-87.66351755","POINT (-87.6635175498 41.874005383)"
"0ed132d8a023dde8abb89dba58fa04f35fe9bdb1","80919866bf50fd1163efd329eb8a9fdf198fda2465473a58ecb720b45e5a6b95cca6ba0d8f7a1b2f7b4a56b4e34a4ec0c5399c40e3bc4e05b4ec60d9810c12c5","2023-12-31T23:45:00.000","2024-01-01T00:00:00.000","769","0.74","17031081800","17031081500","8","8","9","0","0","0","9","Mobile","Blue Ribbon Taxi Association","41.89321636","-87.63784421","POINT (-87.6378442095 41.8932163595)","41.892507781","-87.626214906","POINT (-87.6262149064 41.8925077809)"
"c3807aafaf2272b30efbec3595a7b192a92f632d","cf5f0f5970c4961f96199dfcb1b11c9835a7fa2db48ff06a4ea0f99f2c14328e0cf5114f2419049133c1ef9d9cbd532e37c5ef642098f55d01ee7ac3b71ab7aa","2023-12-31T23:45:00.000","2024-01-01T00:30:00.000","2295","5.53",,,"28","32","21.5","0","0","0","21.5","Prcard","City Service","41.874005383","-87.66351755","POINT (-87.6635175498 41.874005383)","41.878865584","-87.625192142","POINT (-87.6251921424 41.8788655841)"
"9a487d97cd444f768065617fb0d7b0f10b602dca","6ac56232b10298edfb36d568c8f7e71db5a741c2f31c81985b330d81204f52dd0464af1383eacefc4d2c9b7c0bf5e38c29e8433f3e6f5401f3783be477b0fcc6","2023-12-31T23:45:00.000","2024-01-01T00:00:00.000","518","1.34",,,"6","6","9","0","0","0","9","Mobile","Sun Taxi","41.944226601","-87.655998182","POINT (-87.6559981815 41.9442266014)","41.944226601","-87.655998182","POINT (-87.6559981815 41.9442266014)"
"2433c5101820db89c701ad242c7343d029f01bd2","6b8bec9d4caa49041a1f5d31240ff8fa2e4c571aec89212efffdb018e288409c56b8659ff555e920b65af1f26b23cffe8c63f656f9875ea1a44b393ecd40a149","2023-12-31T23:45:00.000","2024-01-01T00:15:00.000","1478","2.03",,,"28","8","10.52","2.65","0","0","13.17","Mobile","City Service","41.874005383","-87.66351755","POINT (-87.6635175498 41.874005383)","41.899602111","-87.633308037","POINT (-87.6333080367 41.899602111)"
"6722a6b9bd13d58f95c3914e12e1ef8b6b48a507","fc9af5a263f70826b274b29067232130b35f23b91479bb66a0655224a22b586ae2c4f88090c3de82a4f428726dd5018b74b0c84627b9e2cf57ee329c5d794575","2023-12-31T23:45:00.000","2024-01-01T00:00:00.000","1143","1.12","17031320400","17031081500","32","8","10","0","0","0","10","Cash","City Service","41.877406123","-87.621971652","POINT (-87.6219716519 41.8774061234)","41.892507781","-87.626214906","POINT (-87.6262149064 41.8925077809)"
"d51430f93404726b121d82d42efc29a2062895a8","24d4c5e51d147aecbb7c4a1ad70c38dbc05c7b4485f6de4b41fee5ea270228859c19c4160b101df87b889acc5cc7ab49b5e0491676026518677d34ea81f76591","2023-12-31T23:45:00.000","2024-01-01T00:00:00.000","379","1.25",,,"14","13","6.75","3","0","0","10.25","Credit Card","Taxicab Insurance Agency Llc","41.968069","-87.721559063","POINT (-87.7215590627 41.968069)","41.983636307","-87.723583185","POINT (-87.7235831853 41.9836363072)"
"daa582d3e7f5f75efde38872dffd9de42d4f5ff4","3c8a3a5b0785d40229dd7adc5fd0d9620defca885601bf7909fe82bb3878e287a9668c49844612ad22b25b32ec168af202d109189d8e422bf93924f1cdbdc6dd","2023-12-31T23:45:00.000","2024-01-01T00:15:00.000","1140","10.5",,,"3","34","28","0","0","0","28","Unknown","Taxi Affiliation Services","41.96581197","-87.655878786","POINT (-87.6558787862 41.96581197)","41.842076117","-87.633973422","POINT (-87.6339734222 41.8420761168)"
"a55c9af7b91b2239e4e432131062cc342f3cd2fe","dd16496faf01009b70959e7c0d5b86f9bb7f432a1771c5737f75542f886f1c16d56afc454b02a96737372836e47c77ffc172b0bdf80e13640ff9203b7d0d6dbc","2023-12-31T23:45:00.000","2024-01-01T00:00:00.000","502","0.38",,,"8","8","6.25","2","0","0","8.75","Credit Card","Medallion Leasin","41.899602111","-87.633308037","POINT (-87.6333080367 41.899602111)","41.899602111","-87.633308037","POINT (-87.6333080367 41.899602111)"
"408dbbbbb5efe8825b9802e9e47b73bde2cad640","f29ed34900f8b339ab279eda0189ecae3312801dab967e2c71b537bcc8c744c8a8691d428541cc969b2eceae6fc36a8c6bfde2f469eba49c78ac96fa96665d9d","2023-12-31T23:45:00.000","2024-01-01T00:15:00.000","1303","10.65",,,"56","28","28.75","0","0","5.5","34.25","Cash","Sun Taxi","41.79259236","-87.769615453","POINT (-87.7696154528 41.7925923603)","41.874005383","-87.66351755","POINT (-87.6635175498 41.874005383)"
"9f2747ed96c9f1465b93ce1f5114c907464c5d76","c26dee3edb5d4bce731d586ef40b399162a1c3a05cb5bb035e148b89a986a90612bb81bfe1745453c85fe7ae4a859e566611067e2fb730da1c1e5ce92674dd2d","2023-12-31T23:45:00.000","2023-12-31T23:45:00.000","0","0",,,"8","8","3.25","0","0","1","4.25","Cash","Taxicab Insurance Agency, LLC","41.899602111","-87.633308037","POINT (-87.6333080367 41.899602111)","41.899602111","-87.633308037","POINT (-87.6333080367 41.899602111)"
"011106b6114f83af0c17aace3867a464a7fc742b","4628ef9dfa973bdfe877c5aa9d9738f9dc1204e54f2f1a4cc18141f37e2e66d080533f82510a96d1525b28eee833696f7e1337e9999a38f2fd5babf71585a344","2023-12-31T23:45:00.000","2024-01-01T00:00:00.000","982","0.81","17031081800","17031081500","8","8","8.75","3","0","1","13.25","Credit Card","Chicago Independents","41.89321636","-87.63784421","POINT (-87.6378442095 41.8932163595)","41.892507781","-87.626214906","POINT (-87.6262149064 41.8925077809)"
"a71aedee3f6531cef1e54804d3534f98c0b5e6a9","8798e394725a87657ec2292bddb8e4bac5ae8b7886e6a5298a2f094270ca5a1e850a4ee05a7b8809269a8ddc5e876f2eb8810bf8c2449e32739d453495d00e53","2023-12-31T23:45:00.000","2024-01-01T00:00:00.000","1179","11.56",,,"76","13","29.75","3","0","4","37.25","Mobile","Star North Taxi Management Llc","41.980264315","-87.913624596","POINT (-87.913624596 41.9802643146)","41.983636307","-87.723583185","POINT (-87.7235831853 41.9836363072)"
"21ca9b2d87a053138fe98c5ce8a3152ae752c945","e7f8c9242fc38babca76de5c34b1e59b9b7ae3ff40812cb34a7374980b9cfb20213b8cce120d9bf339e7974754eec9bd823adab5f83852410c0af0b1c0a7b6ec","2023-12-31T23:45:00.000","2023-12-31T23:45:00.000","11","0",,,"8","8","10","2","0","0","12.5","Credit Card","Taxicab Insurance Agency Llc","41.899602111","-87.633308037","POINT (-87.6333080367 41.899602111)","41.899602111","-87.633308037","POINT (-87.6333080367 41.899602111)"
"41bb85ba82698b51f96cebd8915b62767fd0698d","f9448164dcb56f4f31c2b2ad562f31443a01885c2bda20d6325a0747c9857007a024d358c98ed634fba5791a9dcbaf7252302b7dad34fa6bea7e625d2d185d4e","2023-12-31T23:45:00.000","2024-01-01T00:15:00.000","1183","11.51",,,"56","38","30.25","0","0","4","34.25","Cash","Patriot Taxi Dba Peace Taxi Associat","41.79259236","-87.769615453","POINT (-87.7696154528 41.7925923603)","41.812948939","-87.617859676","POINT (-87.6178596758 41.8129489392)"
"c23cbb41a952defb103a40ca767a32c387532614","32f1eebe57165cc17acba84eb8bb85d69a063ed0e5e15e108a68bc4548403834ab9c888ed3c3d474d10a0f95d498a5a9a0ef801331a61db60adec230c48e61b0","2023-12-31T23:45:00.000","2024-01-01T00:00:00.000","1163","4.5",,,"8","6","16.25","0","0","1","17.25","Cash","Chicago Independents","41.899602111","-87.633308037","POINT (-87.6333080367 41.899602111)","41.944226601","-87.655998182","POINT (-87.6559981815 41.9442266014)"
"2ab8133db10a059ff43e2abddaa7e19c20352451","c19109878e8ba25e09c0e464f8972f146c9d07502de920483fdbf2ef6686a35003a397903f3c330b3ee8f14feb74f29cb8a294bd950e9af6fed94b9dbc267aae","2023-12-31T23:45:00.000","2024-01-01T00:00:00.000","1003","10.53",,,"76","21","27.5","0","0","5.5","33","Cash","Flash Cab","41.980264315","-87.913624596","POINT (-87.913624596 41.9802643146)","41.938666196","-87.711210593","POINT (-87.7112105933 41.9386661962)"
"e48e33a86b87904ec8050968527a29bcc1d95e5d","e8f673c7d74913eef9b2c58975502e30884a6d7c93a80264c9ef1ee7a3a44652b66f8f74348e5f7b62dc458b19ef474b8c0801463178f03b03bd08f768c42c4e","2023-12-31T23:45:00.000","2024-01-01T00:15:00.000","1620","11.1",,,"6","38","30","0","0","0.5","30.5","Unknown","Taxi Affiliation Services","41.944226601","-87.655998182","POINT (-87.6559981815 41.9442266014)","41.812948939","-87.617859676","POINT (-87.6178596758 41.8129489392)"
"fa9c5a9388fe0d704452ae7bf3ccb917aa39c125","9a3b307a7d2c71565a27a2bcef5560f576240023bf21ca8b35cf00a429f4653938690dbf6a6571af275d15d15d8accabd814b25746c33c5efbdc516b6374e673","2023-12-31T23:45:00.000","2023-12-31T23:45:00.000","358","2.05",,,"76",,"8.25","2.55","0","4","15.3","Mobile","Top Cab","41.980264315","-87.913624596","POINT (-87.913624596 41.9802643146)",,,
"0353da5e93e2f5f973dc685d76fcd15f6bc0256e","ad4b1730fcbfdb84e41313179a688924012db322823f487d70ffcdbf1fa0e9ec11c35045af7e7cf561db41f5a46939ab7ea0565dc6fa26a0d14f68f6f568b92e","2023-12-31T23:45:00.000","2023-12-31T23:45:00.000","12","0.57",,,"24","24","4.5","0","0","17","21.5","Cash","5 Star Taxi","41.901206994","-87.676355989","POINT (-87.6763559892 41.9012069941)","41.901206994","-87.676355989","POINT (-87.6763559892 41.9012069941)"
"c5ad9b572bff9d5cb9a8cf0da173789f7910a835","c7a8a53874bbcdb11e70a488485e8bdd0bb8cc0de8f5d98d3ef4d9c3223d7b4024a6d8fda9c00e8e55f3985e5a728ddce0175359c31e0bc5cd3c008d89b23ed1","2023-12-31T23:45:00.000","2023-12-31T23:45:00.000","7","0",,,"28","28","30","0","0","0","30.5","Credit Card","Flash Cab","41.874005383","-87.66351755","POINT (-87.6635175498 41.874005383)","41.874005383","-87.66351755","POINT (-87.6635175498 41.874005383)"
"b3f31e1c4e3673813abc423c9b2e415bdbd1b3a8","acad560bbc140c4015f4685c6559c93b61ccaf0f7d80143fa408d25169652c7b861a3be42e8fbcb91cac8da7e691489626884bc2bab1ae6015710cde1eab4e3f","2023-12-31T23:45:00.000","2024-01-01T00:30:00.000","2305","12.63",,,"8","47","37","0","0","0","37","Cash","Taxicab Insurance Agency Llc","41.899602111","-87.633308037","POINT (-87.6333080367 41.899602111)","41.728182061","-87.596475596","POINT (-87.5964755956 41.728182061)"
"4e366fa290c59b3d3c6ced770bc8b6b1d3519a0c","071d031c64f608418d27905c9ffe95bf52695615683d5f4e7072ed77fe2757fe623e369ce677a96e4535360841f5f1ad3f1d6de25ecb0e47e8848ec83bce4da3","2023-12-31T23:45:00.000","2023-12-31T23:45:00.000","709","1.21","17031081202","17031081700","8","8","8","0","0","0","8","Cash","5 Star Taxi","41.902788048","-87.62614559","POINT (-87.6261455896 41.9027880476)","41.892042136","-87.63186395","POINT (-87.6318639497 41.8920421365)"
"0df5288f95b24b9c8b659d7368516f5a2ccdd63a","d6e1a9e103336c396201abe9ceb00795fcd41e14ccbf548bddc575066b1624fed9b5b8f6a4da7feaac63928742dc21554af766c0e71eef4bfa910191fe8ad001","2023-12-31T23:45:00.000","2023-12-31T23:45:00.000","9","0",,,"32","32","21.45","4.97","0","0","26.42","Mobile","Flash Cab","41.878865584","-87.625192142","POINT (-87.6251921424 41.8788655841)","41.878865584","-87.625192142","POINT (-87.6251921424 41.8788655841)"
"e2b8bea5dbc60464ff88ba8dc8b66836513101e8","884655d853cbe41e1cdf747969f0dc5b55ed2d5f76c09ae207083297c948a813b2dd57912bfb4a6f4230556ab61363257e586827846cf2a89ff35c7c3b1c08e5","2023-12-31T23:45:00.000","2023-12-31T23:45:00.000","279","1.51",,,"49","49","6.5","0","0","0","6.5","Cash","Flash Cab","41.706587882","-87.623366512","POINT (-87.6233665115 41.7065878819)","41.706587882","-87.623366512","POINT (-87.6233665115 41.7065878819)"
"f3a139c0df3513324ff3f699bf40db2e84291e3a","9b48ad5744e86450fb4db78e7095a6827bafc43a6a9d9a8f656aac46cc0e429d129471cdad31f8a5a97b3a45c8af5fcbc80d003c1c4839075733900786e1a5a9","2023-12-31T23:45:00.000","2024-01-01T00:00:00.000","1228","4.29",,,"6","21","15.25","0","0","0","15.25","Cash","Sun Taxi","41.944226601","-87.655998182","POINT (-87.6559981815 41.9442266014)","41.938666196","-87.711210593","POINT (-87.7112105933 41.9386661962)"
"b68a7310d2ba573ce09f55fa546408264e0b3dd7","9454a3cb5d7e8ef84ca9bfff9f1a5d235021fef66b41a8ef4535f6e19a6d9aa5c7a00e191f7895b5831f9bcfb42dfdc6d48107bd17f8f6fdc2a4f480b7e00ad3","2023-12-31T23:45:00.000","2024-01-01T00:00:00.000","755","2.37","17031833000","17031081201","28","8","9","2.28","0","0","11.28","Mobile","City Service","41.88528132","-87.6572332","POINT (-87.6572331997 41.8852813201)","41.899155613","-87.626210532","POINT (-87.6262105324 41.8991556134)"
"a3a46252ab0fe72e8a4a692686ca1ac1308b7d65","94be4a2e8fd951a6a5f4d99f882ebc5f06bd48eb5e337ff9a488799b5781497cc8fe1282348e460681a68c6328ddf79d9b6b75a9d27970c8300413070d952605","2023-12-31T23:45:00.000","2023-12-31T23:45:00.000","388","1.84",,,"8","7","9","1.58","0","0","10.58","Mobile","Sun Taxi","41.899602111","-87.633308037","POINT (-87.6333080367 41.899602111)","41.922686284","-87.649488729","POINT (-87.6494887289 41.9226862843)"
"5f54dc81353c871c63b217a7d117c478dadc3a4b","083b7260314e48be5e10a9191da36fb2c0974b91499a5445d8a895ce901d4458b2a95e4fda48ae1ab55dfac3302268fbf967709c30ef58135041ce5d7d844065","2023-12-31T23:45:00.000","2024-01-01T00:15:00.000","1440","4",,,"28","7","15","5","0","0","20","Credit Card","Taxi Affiliation Services","41.874005383","-87.66351755","POINT (-87.6635175498 41.874005383)","41.922686284","-87.649488729","POINT (-87.6494887289 41.9226862843)"
"5d78f62496278dfb2b96a1c2c6ac428f09ea1ffc","6c6606251e8d2b1609f34d755bf884c4d972ab44b47bd75faa7e533a102e1cc2eed88f9d8d25cda28aaf89c678a3b2d17640c226cbb20375fd3f79685b719945","2023-12-31T23:45:00.000","2023-12-31T23:45:00.000","65","0.04",,,"32","32","3.5","0","0","0","3.5","Cash","Flash Cab","41.878865584","-87.625192142","POINT (-87.6251921424 41.8788655841)","41.878865584","-87.625192142","POINT (-87.6251921424 41.8788655841)"
"3e119576753a4a807e8b8702c2caa589a92c153c","f78d14baa2d1f80febaa17d73381c2eadb406cf4537522e111615ca2ccc9854f515cf1bb9dc9a9f48c4fdbf3e4e3adac120d6c6cc00dcd2aa715276b28bed0ad","2023-12-31T23:45:00.000","2024-01-01T00:00:00.000","960","2.7",,,"7","8","11.5","3","0","1","15.5","Credit Card","Choice Taxi Association","41.922686284","-87.649488729","POINT (-87.6494887289 41.9226862843)","41.899602111","-87.633308037","POINT (-87.6333080367 41.899602111)"
"ed445ada05f17c5f359892eda3c329e1445b5e7b","4b034948aceedd53262ae713f864b0364953a1852b6b24669f192cad26c5014f1af0b6c87b941abb1fa93e1abbe09f70d7f02d48e5371d2c55534b68565a3060","2023-12-31T23:45:00.000","2023-12-31T23:45:00.000","4","0","17031320100","17031320100","32","32","20","5.12","0","0","25.62","Credit Card","Sun Taxi","41.884987192","-87.620992913","POINT (-87.6209929134 41.8849871918)","41.884987192","-87.620992913","POINT (-87.6209929134 41.8849871918)"
"c6510d4f82541cfacf8c20cab44fbb7c0b2c5efe","89fc6b1f0628f328ccd1021fcf4e7318bb2f9962da9259b522bde63ca44f9f201a016291bbd2801fad04845cfd5b30b954afedccb22f6c49fadda05821804a06","2023-12-31T23:45:00.000","2024-01-01T00:15:00.000","1280","8.19",,,,,"22.5","3","0","0","26","Credit Card","Flash Cab",,,,,,
"fd4f3f628496b076e06a91e6933bb12489e1c65a","41ba5cfc7d59a833c94ed0b59fcc8a5f3aa5ca1b2913253ff307eec5e206809cffd5b43e04faebd9b8a259159bf14c1b672374f79f663e8a5ffea1a21349a94d","2023-12-31T23:45:00.000","2024-01-01T00:00:00.000","427","1.28",,,"24","8","9","2.22","0","0","11.22","Mobile","City Service","41.901206994","-87.676355989","POINT (-87.6763559892 41.9012069941)","41.899602111","-87.633308037","POINT (-87.6333080367 41.899602111)"
"7de7d6b1667cea33735670f88c50e9631e719f04","756721b3418247472431e2bd1022cc8ce0806af1b6b7dfeb3927318f86819fc67bf385b5829a0f13e006d05aed02020e7c1801204414d5eadf17b3e2ce71ce14","2023-12-31T23:45:00.000","2024-01-01T00:00:00.000","1138","12.08",,,"56","24","31.25","5","0","7","43.75","Credit Card","Medallion Leasin","41.79259236","-87.769615453","POINT (-87.7696154528 41.7925923603)","41.901206994","-87.676355989","POINT (-87.6763559892 41.9012069941)"
"f74fa03a6cf8cdcf668d0726efa1671d398b4450","2fea69c8a6e08471bc4339a05e9ee7955bef68d791f77a202bd54f3ae41c805907d7ac13a89f86fac4494c976ca87883157baa32ea41f59056661884135f6bba","2023-12-31T23:45:00.000","2024-01-01T00:00:00.000","1473","9.94",,,"56",,"26.75","0","0","18","44.75","Cash","Sun Taxi","41.79259236","-87.769615453","POINT (-87.7696154528 41.7925923603)",,,
