"crash_record_id","crash_date_est_i","crash_date","posted_speed_limit","traffic_control_device","device_condition","weather_condition","lighting_condition","first_crash_type","trafficway_type","lane_cnt","alignment","roadway_surface_cond","road_defect","report_type","crash_type","intersection_related_i","private_property_i","hit_and_run_i","damage","date_police_notified","prim_contributory_cause","sec_contributory_cause","street_no","street_direction","street_name","beat_of_occurrence","photos_taken_i","statements_taken_i","dooring_i","work_zone_i","work_zone_type","workers_present_i","num_units","most_severe_injury","injuries_total","injuries_fatal","injuries_incapacitating","injuries_non_incapacitating","injuries_reported_not_evident","injuries_no_indication","injuries_unknown","crash_hour","crash_day_of_week","crash_month","latitude","longitude","location"
"a2f112a6169331057bfb6239b5a8642d690a8dda454dbd8ce630c8e2fcf6467538e3a405d73bb39427727f245d2bf54f9c8fe5b9b5133fc6a14619700afda999",,"2024-05-08T21:30:00.000","30","TRAFFIC SIGNAL","FUNCTIONING PROPERLY","CLEAR","DARKNESS, LIGHTED ROAD","SIDESWIPE SAME DIRECTION","NOT DIVIDED",,"STRAIGHT AND LEVEL","DRY","NO DEFECTS","NOT ON SCENE (DESK REPORT)","NO INJURY / DRIVE AWAY",,,"Y","OVER $1,500","2024-05-08T22:03:00.000","UNABLE TO DETERMINE","NOT APPLICABLE","4102","S","CICERO AVE","814",,,,,,,"2","NO INDICATION OF INJURY","0","0","0","0","0","2","0","21","4","5","41.818134451","-87.743609567","POINT (-87.743609567164 41.818134451082)"
"dff31a6cd089517fdf719e09b00224522acafa78b51adf4697eea5d36f5fcfa7e16e4fc0f2af6707e15263e60dd9bd90a11d56e06d667c55d78230cb8b2348f6",,"2024-05-08T20:50:00.000","30","TRAFFIC SIGNAL","FUNCTIONING PROPERLY","CLEAR","DARKNESS, LIGHTED ROAD","TURNING","DIVIDED - W/MEDIAN (NOT RAISED)",,"STRAIGHT AND LEVEL","DRY","NO DEFECTS","ON SCENE","NO INJURY / DRIVE AWAY","Y",,,"OVER $1,500","2024-05-08T20:50:00.000","IMPROPER TURNING/NO SIGNAL","NOT APPLICABLE","2901","W","CERMAK RD","1033",,,,,,,"2","NO INDICATION OF INJURY","0","0","0","0","0","3","0","20","4","5","41.851742974","-87.699152241","POINT (-87.699152241026 41.851742974231)"
"0b7db8095f0029f1a20916451cc41f1807fd045ca95600e5c24c230b57da29eac47fc654abfa45900549f98ad89b918fa576765c58541dad80e2f6e9f9e8ab9e",,"2024-05-08T20:38:00.000","30","NO CONTROLS","NO CONTROLS","CLEAR","DARKNESS, LIGHTED ROAD","ANGLE","NOT DIVIDED",,"STRAIGHT AND LEVEL","DRY","NO DEFECTS","ON SCENE","INJURY AND / OR TOW DUE TO CRASH",,,,"OVER $1,500","2024-05-08T20:38:00.000","FAILING TO YIELD RIGHT-OF-WAY","FAILING TO YIELD RIGHT-OF-WAY","6","N","LARAMIE AVE","1522",,,,,,,"2","NO INDICATION OF INJURY","0","0","0","0","0","5","0","20","4","5","41.880556637","-87.755219981","POINT (-87.755219981358 41.880556637075)"
"be4a94fad6fd4cf08f236ad888d170ee173eff4b4416c357e3f23d27306af41fbc262d048c0414c14ddfc5a5fa8f217775d3a017a4ad3e267120d47b7b6953d4",,"2024-05-08T20:20:00.000","30","TRAFFIC SIGNAL","FUNCTIONING PROPERLY","CLEAR","DARKNESS, LIGHTED ROAD","TURNING","DIVIDED - W/MEDIAN (NOT RAISED)",,"STRAIGHT AND LEVEL","DRY","NO DEFECTS","ON SCENE","INJURY AND / OR TOW DUE TO CRASH","Y",,,"OVER $1,500","2024-05-08T20:26:00.000","NOT APPLICABLE","NOT APPLICABLE","4700","S","PULASKI RD","815",,,,,,,"2","NO INDICATION OF INJURY","0","0","0","0","0","3","0","20","4","5","41.807788769","-87.723730332","POINT (-87.72373033158 41.807788769095)"
"c8de451a6908f8e320f8b4dce8ce61f8fcdee2b81537d0c6ec1391fa01c08b159580abc21b92a325ee696eba94a4aaa7430bfa45d34fdd4890a1aaf69b0b8116",,"2024-05-08T20:05:00.000","40","NO CONTROLS","NO CONTROLS","CLEAR","DAWN","REAR END","CENTER TURN LANE",,"STRAIGHT AND LEVEL","DRY","UNKNOWN","ON SCENE","INJURY AND / OR TOW DUE TO CRASH",,,,"OVER $1,500","2024-05-08T20:08:00.000","IMPROPER OVERTAKING/PASSING","FOLLOWING TOO CLOSELY","1500","N","LAKE SHORE DR NB","1824",,,,,,,"2","REPORTED, NOT EVIDENT","1","0","0","0","1","1","0","20","4","5","41.909579867","-87.626081768","POINT (-87.626081768182 41.909579866705)"
"f7be98caaef4d98d5aef95ebfbea8cdbbb44697bd3f55cf3389ca020749bbfbd63965329a6c4a0116963bb91e1a397b0136aaaa5d0e69b11fbf54bfcb8c0e3c4",,"2024-05-08T19:32:00.000","20","NO CONTROLS","NO CONTROLS","CLEAR","DAYLIGHT","PARKED MOTOR VEHICLE","ONE-WAY",,"STRAIGHT AND LEVEL","DRY","NO DEFECTS","ON SCENE","NO INJURY / DRIVE AWAY",,,"Y","$501 - $1,500","2024-05-08T20:38:00.000","NOT APPLICABLE","NOT APPLICABLE","7915","S","RHODES AVE","624",,,,,,,"2","NO INDICATION OF INJURY","0","0","0","0","0","1","0","19","4","5","41.750694452","-87.6111289","POINT (-87.6111289004 41.750694451557)"
"96671a1dd0959a97265d36cebcf8cd42b57830260cc9bba2a8749d48f9a1687764596e29aa911409e765abeb2d9b30fa740ea5bb5ea225220fe178ade577b661",,"2024-05-08T19:30:00.000","30","UNKNOWN","UNKNOWN","CLEAR","DAYLIGHT","SIDESWIPE SAME DIRECTION","NOT DIVIDED",,"STRAIGHT AND LEVEL","DRY","NO DEFECTS","NOT ON SCENE (DESK REPORT)","NO INJURY / DRIVE AWAY",,,,"OVER $1,500","2024-05-08T20:08:00.000","UNABLE TO DETERMINE","UNABLE TO DETERMINE","200","W","63RD ST","311",,,,,,,"2","NO INDICATION OF INJURY","0","0","0","0","0","2","0","19","4","5","41.7800965","-87.630172199","POINT (-87.630172198939 41.780096500488)"
"a59672a562da4b57433e55b584d3667a9d7b1cef7cf06f8f568cd225bdf8d6169b674ed4884c223ff163d1caff8786aded3046a0c065af83f9a1bb241be719a2",,"2024-05-08T19:30:00.000","30","TRAFFIC SIGNAL","FUNCTIONING PROPERLY","CLEAR","DARKNESS, LIGHTED ROAD","TURNING","DIVIDED - W/MEDIAN (NOT RAISED)",,"STRAIGHT AND LEVEL","DRY","NO DEFECTS","NOT ON SCENE (DESK REPORT)","NO INJURY / DRIVE AWAY",,,,"OVER $1,500","2024-05-08T21:40:00.000","UNABLE TO DETERMINE","UNABLE TO DETERMINE","391","E","MONROE DR","114",,,,,,,"2","NO INDICATION OF INJURY","0","0","0","0","0","2","0","19","4","5","41.880805868","-87.617650816","POINT (-87.617650816317 41.880805868219)"
"3a5d457c26a78172dfa87c15c94a8c94c49253eb9bace5bdce3fabad4286b6f3b8e9bf4921b122e22c996894d3a58187b6c1709ac1f8c80aee212224bde5cbc0",,"2024-05-08T19:15:00.000","30","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","REAR END","NOT DIVIDED",,"STRAIGHT AND LEVEL","UNKNOWN","UNKNOWN","NOT ON SCENE (DESK REPORT)","NO INJURY / DRIVE AWAY",,,,"OVER $1,500","2024-05-08T19:30:00.000","UNABLE TO DETERMINE","UNABLE TO DETERMINE","1317","W","NORTH AVE","1433",,,,,,,"3","NO INDICATION OF INJURY","0","0","0","0","0","3","0","19","4","5","41.910611084","-87.661209975","POINT (-87.66120997547 41.910611084233)"
"4000cfb1fcd5130728691ef45edd4800983ca44e07dabdb8e7b6569b52e551f365a313df2b10f16ed7304521927da31dfdcb1b070f2ae1f307265b509bebbe4c",,"2024-05-08T19:10:00.000","30","NO CONTROLS","NO CONTROLS","CLEAR","DARKNESS, LIGHTED ROAD","SIDESWIPE SAME DIRECTION","NOT DIVIDED",,"STRAIGHT AND LEVEL","DRY","NO DEFECTS","ON SCENE","NO INJURY / DRIVE AWAY",,,,"OVER $1,500","2024-05-08T19:10:00.000","IMPROPER OVERTAKING/PASSING","NOT APPLICABLE","23","W","CHICAGO AVE","1832",,,,,,,"2","NO INDICATION OF INJURY","0","0","0","0","0","3","0","19","4","5","41.896553724","-87.629192693","POINT (-87.629192692565 41.896553724077)"
"f8b0d7bb9e29ad87154ba052888862656ae9664a6a46fab4ff592b1ac1000f72e5c4bb70e7b0dcc7658847b9267c9ee5255ecf64d58d0d7ee3aceb51fab905be",,"2024-05-08T19:04:00.000","30","TRAFFIC SIGNAL","FUNCTIONING PROPERLY","CLEAR","DAYLIGHT","TURNING","DIVIDED - W/MEDIAN BARRIER",,"STRAIGHT AND LEVEL","DRY","NO DEFECTS","ON SCENE","INJURY AND / OR TOW DUE TO CRASH","Y",,"Y","OVER $1,500","2024-05-08T19:09:00.000","UNABLE TO DETERMINE","UNABLE TO DETERMINE","1398","W","ROOSEVELT RD","1231",,,,,,,"2","NONINCAPACITATING INJURY","2","0","0","2","0","1","0","19","4","5","41.867026874","-87.661449526","POINT (-87.661449526146 41.867026874267)"
"22bd1f2be569210a876ac9f5d98604987ceef45145f94c0abe2f3a89872bf7da6a7984113082420e455ac74d04fb65d4e21a9d5b5df4ea7398c7fc4508b69b8c",,"2024-05-08T19:00:00.000","30","NO CONTROLS","NO CONTROLS","CLEAR","DARKNESS","PARKED MOTOR VEHICLE","DIVIDED - W/MEDIAN BARRIER",,"STRAIGHT AND LEVEL","UNKNOWN","UNKNOWN","NOT ON SCENE (DESK REPORT)","NO INJURY / DRIVE AWAY",,,,"OVER $1,500","2024-05-08T21:20:00.000","DRIVING SKILLS/KNOWLEDGE/EXPERIENCE","UNABLE TO DETERMINE","731","E","SOLIDARITY DR","132",,,,,,,"2","NO INDICATION OF INJURY","0","0","0","0","0","1","0","19","4","5","41.866044082","-87.610671003","POINT (-87.610671003072 41.866044082209)"
"35f1d95ef9181c0353f51bd7028f4593c264081427622b46fb55020b80833a583bdfcd4ba134da9199b66551a17e41757df975baf892533bc8b9ab37335dd9e2",,"2024-05-08T19:00:00.000","35","NO CONTROLS","NO CONTROLS","UNKNOWN","UNKNOWN","PARKED MOTOR VEHICLE","DIVIDED - W/MEDIAN (NOT RAISED)",,"STRAIGHT AND LEVEL","UNKNOWN","UNKNOWN","NOT ON SCENE (DESK REPORT)","NO INJURY / DRIVE AWAY",,,,"OVER $1,500","2024-05-08T19:55:00.000","UNABLE TO DETERMINE","NOT APPLICABLE","128","E","51ST ST","224",,,,,,,"2","NO INDICATION OF INJURY","0","0","0","0","0","1","0","19","4","5","41.802132094","-87.621293815","POINT (-87.621293815355 41.802132093867)"
"4a53a17cbb18e9f7acada40b7f9463337320a1c94227450cc0bf8f217c80a0f84c906ec0d77810f210e0353cc26061be58ddbaef61c78b0415a86cbce6bddad4",,"2024-05-08T19:00:00.000","30","STOP SIGN/FLASHER","FUNCTIONING PROPERLY","CLEAR","DUSK","SIDESWIPE SAME DIRECTION","NOT DIVIDED",,"STRAIGHT AND LEVEL","DRY","NO DEFECTS","NOT ON SCENE (DESK REPORT)","NO INJURY / DRIVE AWAY",,,,"OVER $1,500","2024-05-08T21:40:00.000","FAILING TO YIELD RIGHT-OF-WAY","NOT APPLICABLE","1700","W","18TH ST","1234",,,,,,,"2","NO INDICATION OF INJURY","0","0","0","0","0","2","0","19","4","5","41.85786568","-87.66868422","POINT (-87.66868421954 41.857865680039)"
"a55405d6677c464487609c204d4029f9641edde6cec8bdc216c70b576e01f8d5769e76aeacbe2395d713235031396699fd9a40935dfdb097a84ea919110f8676",,"2024-05-08T19:00:00.000","35","TRAFFIC SIGNAL","OTHER","CLEAR","DAYLIGHT","ANGLE","ONE-WAY",,"STRAIGHT AND LEVEL","DRY","NO DEFECTS","NOT ON SCENE (DESK REPORT)","NO INJURY / DRIVE AWAY","Y",,,"$501 - $1,500","2024-05-08T19:21:00.000","FAILING TO YIELD RIGHT-OF-WAY","FAILING TO YIELD RIGHT-OF-WAY","60","W","ADAMS ST","112",,,,,,,"2","NO INDICATION OF INJURY","0","0","0","0","0","2","0","19","4","5","41.879535234","-87.630024211","POINT (-87.63002421135 41.879535234081)"
"c22de59277f45eb58dd66ae009889bb39d775245ed82b877bc2d830b7519990fbf700b6636dccc9d6c494bf804b9946090a19a37817722af666dd9ff1463da21",,"2024-05-08T19:00:00.000","30","TRAFFIC SIGNAL","FUNCTIONING PROPERLY","CLEAR","DARKNESS, LIGHTED ROAD","REAR END","DIVIDED - W/MEDIAN (NOT RAISED)",,"STRAIGHT AND LEVEL","DRY","NO DEFECTS","NOT ON SCENE (DESK REPORT)","NO INJURY / DRIVE AWAY",,,"Y","$501 - $1,500","2024-05-08T21:15:00.000","FOLLOWING TOO CLOSELY","NOT APPLICABLE","5948","W","FULLERTON AVE","2515",,,,,,,"2","NO INDICATION OF INJURY","0","0","0","0","0","2","0","19","4","5","41.92394369","-87.775267673","POINT (-87.77526767328 41.923943690482)"
"e7d6a8ae971b09cfa3f64afb424e8564bada4f041b7eb0f36ab0efd1593edf7b6d623fa848e05b14970768d1ae070b863e354b028a5d03623c2935efd589e2e0",,"2024-05-08T18:57:00.000","35","TRAFFIC SIGNAL","FUNCTIONING PROPERLY","CLEAR","DAYLIGHT","FIXED OBJECT","DIVIDED - W/MEDIAN BARRIER",,"STRAIGHT AND LEVEL","DRY","NO DEFECTS","ON SCENE","INJURY AND / OR TOW DUE TO CRASH","Y",,,"OVER $1,500","2024-05-08T18:57:00.000","UNABLE TO DETERMINE","UNABLE TO DETERMINE","1802","E","103RD ST","431",,,,,,,"1","NO INDICATION OF INJURY","0","0","0","0","0","1","0","18","4","5","41.707983814","-87.580510826","POINT (-87.580510825796 41.70798381432)"
"f1469870e2983c9cfd5bd323dc919df50e35d32e365b670053f18bd3817e9f0325cc34bbf04c9280968c9c959ee0de376c3824ef9b3cff1c3d24950a3f67ffdb",,"2024-05-08T18:50:00.000","15","NO CONTROLS","NO CONTROLS","CLEAR","DAYLIGHT","REAR TO REAR","PARKING LOT",,"STRAIGHT AND LEVEL","DRY","NO DEFECTS","NOT ON SCENE (DESK REPORT)","NO INJURY / DRIVE AWAY",,,"Y","OVER $1,500","2024-05-08T19:35:00.000","IMPROPER BACKING","NOT APPLICABLE","7135","N","WESTERN AVE","2411",,,,,,,"2","NO INDICATION OF INJURY","0","0","0","0","0","2","0","18","4","5","42.012062173","-87.690098224","POINT (-87.690098223615 42.012062173071)"
"c496416996226d282ccfabb17c3dedbb51ca92d233ac07b9bda523754a1e1588f8668f9064c992f766c167a8fd0c2f04b142a9da01e750bfb2152b6da498891c",,"2024-05-08T18:49:00.000","30","TRAFFIC SIGNAL","FUNCTIONING PROPERLY","CLEAR","DAYLIGHT","TURNING","DIVIDED - W/MEDIAN BARRIER",,"STRAIGHT AND LEVEL","DRY","NO DEFECTS","ON SCENE","INJURY AND / OR TOW DUE TO CRASH","Y",,,"OVER $1,500","2024-05-08T18:49:00.000","FAILING TO YIELD RIGHT-OF-WAY","NOT APPLICABLE","1200","S","STATE ST","131",,,,,,,"2","NO INDICATION OF INJURY","0","0","0","0","0","2","0","18","4","5","41.867330511","-87.62756602","POINT (-87.62756601972 41.867330510881)"
"1f4e0921096bb8ed4c315ec9a8ad79cea56a3dff4d3d42ee87bfd475bf0780b1d9801af440c2f0151104afbc7515c25a4606c68d6e3d977ae812d9f5a24b4a5d",,"2024-05-08T18:45:00.000","25","NO CONTROLS","NO CONTROLS","CLEAR","DAYLIGHT","PARKED MOTOR VEHICLE","ONE-WAY",,"STRAIGHT AND LEVEL","DRY","NO DEFECTS","ON SCENE","NO INJURY / DRIVE AWAY",,,,"$500 OR LESS","2024-05-08T18:57:00.000","UNABLE TO DETERMINE","UNABLE TO DETERMINE","3433","W","DICKENS AVE","1413",,,,,,,"2","NO INDICATION OF INJURY","0","0","0","0","0","1","0","18","4","5","41.919040321","-87.713318544","POINT (-87.713318543879 41.919040321058)"
"ac9cb9c0f895dca153c498537ad69480441b57f31e0e115e3b35811041c665cad7745665d9f71acec1a2358185eb693c935428a5bfb9a2cf36ff89dc27a8c6d9",,"2024-05-08T18:42:00.000","30","TRAFFIC SIGNAL","UNKNOWN","UNKNOWN","UNKNOWN","SIDESWIPE SAME DIRECTION","ONE-WAY",,"STRAIGHT AND LEVEL","UNKNOWN","UNKNOWN","ON SCENE","NO INJURY / DRIVE AWAY",,,"Y","$500 OR LESS","2024-05-08T18:53:00.000","IMPROPER OVERTAKING/PASSING","UNABLE TO DETERMINE","1557","W","BARRY AVE","1932","N","Y",,,,,"2","NO INDICATION OF INJURY","0","0","0","0","0","2","0","18","4","5","41.937754799","-87.668399212","POINT (-87.668399212441 41.937754799279)"
"95316003513a195abb5e11ba4d47461b7bf29dce0616b0a86d7f0d87323d6c33e747644b25bdd670cbf4227b0fcb2ac081daa98071b69b39d0b95b6f3923971d",,"2024-05-08T18:35:00.000","30","STOP SIGN/FLASHER","OTHER","CLEAR","DAYLIGHT","PARKED MOTOR VEHICLE","ONE-WAY",,"STRAIGHT AND LEVEL","DRY","NO DEFECTS","NOT ON SCENE (DESK REPORT)","NO INJURY / DRIVE AWAY",,,,"$501 - $1,500","2024-05-08T19:00:00.000","IMPROPER OVERTAKING/PASSING","UNABLE TO DETERMINE","6411","S","CLAREMONT AVE","825",,,,,,,"2","NO INDICATION OF INJURY","0","0","0","0","0","1","0","18","4","5","41.777041803","-87.682082212","POINT (-87.682082212201 41.777041802607)"
"ab551ba47fb00a5e34944d9eb41506f8f4af476dbd3f6833a85cae4d548110b51d86eaac84ff8c26f2495c1a75f030e587c1aecc1935fa21bf8a635f8323aa77",,"2024-05-08T18:30:00.000","30","NO CONTROLS","NO CONTROLS","CLEAR","DAYLIGHT","SIDESWIPE OPPOSITE DIRECTION","NOT DIVIDED",,"STRAIGHT AND LEVEL","DRY","NO DEFECTS","ON SCENE","INJURY AND / OR TOW DUE TO CRASH",,,,"OVER $1,500","2024-05-08T18:30:00.000","DRIVING ON WRONG SIDE/WRONG WAY","IMPROPER LANE USAGE","73","E","71ST ST","323",,,,,,,"2","NO INDICATION OF INJURY","0","0","0","0","0","2","0","18","4","5","41.765462868","-87.622008034","POINT (-87.62200803422 41.765462867652)"
"d4309479213625298d5ca704e7ebc6a3ca725f2b5b25195650d2b118d262038c831e32ac9fb272c69ba30d95141f06335eaec2579a4fbadbb58084873b049208",,"2024-05-08T18:30:00.000","15","NO CONTROLS","NO CONTROLS","CLEAR","DAYLIGHT","OTHER OBJECT","OTHER",,"STRAIGHT AND LEVEL","DRY","NO DEFECTS","ON SCENE","NO INJURY / DRIVE AWAY",,"N",,"OVER $1,500","2024-05-08T18:44:00.000","DISTRACTION - FROM INSIDE VEHICLE","FAILING TO REDUCE SPEED TO AVOID CRASH","8855","W","HIGGINS RD","1614",,,,,,,"1","NO INDICATION OF INJURY","0","0","0","0","0","1","0","18","4","5","41.987978845","-87.848126129","POINT (-87.848126129462 41.987978845229)"
